size,avg,std
5098,11.963,2.180455316
5099,12.059,2.133558312
5100,11.917,2.13604159
5101,12.04,2.292085001
5102,11.983,2.131021411
5103,11.973,2.136079079
5104,12.061,2.14846338
5105,11.927,2.103829151
5106,11.922,2.083808594
5107,11.928,2.186686442
5108,11.9,2.079019558
5109,11.974,2.113715163
5110,11.952,2.156930307
5111,11.907,2.167729238
5112,12.091,2.182540374
5113,12.011,2.012692209
5114,12.038,2.169161419
5115,11.877,2.134109984
5116,11.933,2.140348591
5117,12.112,2.152693682
5118,11.526,1.851148495
5119,11.66,1.841138178
5120,11.546,1.847511109
5121,11.622,1.841876355
5122,11.688,1.773076366
5123,11.538,1.874051245
5124,11.702,1.816726863
5125,11.62,1.888694567
5126,11.604,1.874218956
5127,11.683,1.914726397
5128,11.66,1.799899897
5129,11.555,1.878431128
5130,11.389,1.905599725
5131,11.651,1.816176615
5132,11.621,1.976680618
5133,11.672,2.029910475
5134,11.73,1.893326355
5135,11.629,1.887039989
5136,11.583,2.010261712
5137,11.699,1.788742183
5138,11.612,1.784556147
5139,11.557,1.81439881
5140,11.629,1.813462888
5141,11.723,1.835658095
5142,11.681,1.875301511
5143,11.582,1.854916903
5144,11.532,1.855914982
5145,11.63,1.922184901
5146,11.65,1.964525225
5147,11.715,2.05280028
5148,11.753,1.871762403
5149,11.633,1.950414088
5150,11.733,1.820721293
5151,11.548,1.920256072
5152,11.564,1.907234003
5153,11.669,1.970614707
5154,11.672,1.925649014
5155,11.705,1.864256005
5156,11.607,1.852020783
5157,11.55,2.009860577
5158,11.65,1.854977342
5159,11.553,1.971567417
5160,11.655,2.01594619
5161,11.533,1.910644279
5162,11.625,1.990562066
5163,11.66,1.952488723
5164,11.641,1.924531845
5165,11.649,1.759231052
5166,11.635,2.006439832
5167,11.65,1.956867223
5168,11.658,1.928926322
5169,11.645,1.919025184
5170,11.694,1.908404047
5171,11.589,1.951893667
5172,11.589,1.982425032
5173,11.695,1.953404922
5174,11.609,1.900455401
5175,11.672,1.836242846
5176,11.741,1.91090831
5177,11.697,1.804562952
5178,11.71,1.866382432
5179,11.602,1.947662545
5180,11.629,1.849535017
5181,11.573,1.879948192
5182,11.642,1.857764056
5183,11.78,1.919709688
5184,11.644,1.935202576
5185,11.706,1.945082864
5186,11.645,1.88587686
5187,11.696,1.982300056
5188,11.624,2.026013013
5189,11.75,1.933193533
5190,11.625,1.83295792
5191,11.639,1.959213495
5192,11.612,1.928516314
5193,11.671,1.981081443
5194,11.659,1.848278966
5195,11.619,1.966648598
5196,11.681,1.899696778
5197,11.668,1.883433918
5198,11.823,1.788538473
5199,11.736,2.011056525
5200,11.684,1.919851512
5201,11.556,1.956704549
5202,11.664,2.034513024
5203,11.588,2.038237084
5204,11.717,2.042812787
5205,11.696,1.978256176
5206,11.718,1.951482586
5207,11.769,1.864702688
5208,11.715,1.916624232
5209,11.745,1.92189195
5210,11.595,1.981641214
5211,11.746,1.957885931
5212,11.774,1.839648963
5213,11.706,2.01485077
5214,11.676,1.91067388
5215,11.721,1.885394843
5216,11.653,1.924134427
5217,11.749,2.012970703
5218,11.752,2.045649208
5219,11.74,2.095421387
5220,11.665,2.105993877
5221,11.716,1.916511679
5222,11.635,1.970700043
5223,11.637,1.91229911
5224,11.761,1.875472313
5225,11.642,2.053302718
5226,11.777,1.846261
5227,11.797,2.004447258
5228,11.629,1.941424252
5229,11.716,2.067757147
5230,11.741,1.95595111
5231,11.838,2.155087098
5232,11.701,1.888694302
5233,11.858,1.964610826
5234,11.738,2.021247496
5235,11.718,2.05881391
5236,11.701,2.052757368
5237,11.716,1.853855653
5238,11.684,1.91044335
5239,11.782,2.046622746
5240,11.627,1.945676401
5241,11.709,1.952980577
5242,11.731,1.958181165
5243,11.738,2.068728024
5244,11.739,1.930960281
5245,11.737,2.062057973
5246,11.632,1.856346418
5247,11.673,1.921396045
5248,11.675,1.8527838
5249,11.69,1.826262641
5250,11.684,1.762171742
5251,11.683,2.000127874
5252,11.564,1.845348018
5253,11.722,1.895866638
5254,11.719,1.897798894
5255,11.682,1.855888014
5256,11.708,1.947955474
5257,11.684,1.88034031
5258,11.672,1.899479935
5259,11.718,1.99360238
5260,11.716,1.929006238
5261,11.588,1.86325729
5262,11.703,1.779876108
5263,11.801,1.933167384
5264,11.725,1.864094914
5265,11.77,1.82549512
5266,11.719,1.893574563
5267,11.656,1.792449965
5268,11.861,1.912939711
5269,11.703,1.849381305
5270,11.846,1.971844865
5271,11.775,1.946834653
5272,11.759,2.017173267
5273,11.709,1.99557042
5274,11.728,2.017445436
5275,11.719,1.900434332
5276,11.667,2.117213639
5277,11.757,1.928125688
5278,11.7,1.942104985
5279,11.688,1.970415829
5280,11.651,1.847867315
5281,11.684,1.936464276
5282,11.755,2.016194445
5283,11.807,1.924436139
5284,11.803,1.947301462
5285,11.817,1.990847677
5286,11.754,1.87643412
5287,11.785,1.998191124
5288,11.75,1.93629782
5289,11.765,2.159731335
5290,11.645,1.955709539
5291,11.795,1.975570266
5292,11.718,1.920459363
5293,11.751,2.116950751
5294,11.717,1.954669213
5295,11.621,1.853859702
5296,11.816,2.023422407
5297,11.629,2.044881547
5298,11.757,1.888257534
5299,11.768,2.022440671
5300,11.681,1.877435422
5301,11.847,1.946633088
5302,11.759,2.008719481
5303,11.737,1.938450048
5304,11.754,1.957374598
5305,11.716,1.885443953
5306,11.639,2.003670056
5307,11.669,1.993342021
5308,11.711,1.941970713
5309,11.692,1.873137647
5310,11.762,1.949655651
5311,11.742,1.846305729
5312,11.761,1.938978762
5313,11.692,1.81946323
5314,11.747,1.960825295
5315,11.68,1.886573391
5316,11.801,1.892347743
5317,11.78,1.959448759
5318,11.719,1.911987106
5319,11.759,1.950570102
5320,11.759,1.932525201
5321,11.724,1.943090219
5322,11.672,1.984024282
5323,11.737,1.962570427
5324,11.667,1.98948965
5325,11.722,1.925207112
5326,11.757,2.039635044
5327,11.7,2.067915926
5328,11.623,1.919519616
5329,11.914,1.91161143
5330,11.788,2.065265436
5331,11.772,1.889334694
5332,11.829,2.030734567
5333,11.784,1.89603242
5334,11.817,1.965037499
5335,11.795,1.99924285
5336,11.613,2.050227898
5337,11.697,2.019720345
5338,11.739,1.990688786
5339,11.854,1.955635065
5340,11.812,1.969399537
5341,11.651,2.009287495
5342,11.883,1.913366659
5343,11.881,2.047200535
5344,11.793,1.978399622
5345,11.876,1.954595724
5346,11.76,1.924084744
5347,11.698,2.045233233
5348,11.861,1.923376817
5349,11.786,1.90258346
5350,11.749,2.129914443
5351,11.793,1.991008567
5352,11.685,1.976279505
5353,11.807,2.054256793
5354,11.811,2.092285032
5355,11.82,1.959959551
5356,11.778,1.954619282
5357,11.714,2.073765779
5358,11.825,2.021994922
5359,11.791,2.033089386
5360,11.696,1.921790123
5361,11.731,2.02403946
5362,11.771,2.041255919
5363,11.742,2.082251611
5364,11.737,2.006453801
5365,11.634,2.07854862
5366,11.718,1.945832023
5367,11.795,1.977089751
5368,11.713,2.161319574
5369,11.787,1.931155188
5370,11.801,2.039990333
5371,11.904,2.018627964
5372,11.718,2.037799948
5373,11.864,2.076491227
5374,11.753,1.830120308
5375,11.749,1.784708431
5376,11.797,1.955918356
5377,11.572,1.915851374
5378,11.839,1.826037627
5379,11.708,1.952062127
5380,11.713,1.797181366
5381,11.73,1.879529897
5382,11.703,1.87518194
5383,11.807,1.888734581
5384,11.689,1.925613405
5385,11.697,2.021206639
5386,11.824,1.901746734
5387,11.7,1.879769543
5388,11.739,1.919521702
5389,11.684,1.863764368
5390,11.71,1.810850402
5391,11.742,1.963999311
5392,11.745,1.889853578
5393,11.728,1.797567036
5394,11.739,1.910111915
5395,11.744,1.929296811
5396,11.694,1.9905593
5397,11.749,1.85403248
5398,11.777,1.808463862
5399,11.601,1.828973522
5400,11.828,1.947359291
5401,11.657,1.980220259
5402,11.819,1.788137701
5403,11.729,1.997886521
5404,11.712,1.869907097
5405,11.751,2.023139168
5406,11.756,2.005613743
5407,11.777,1.95066042
5408,11.777,1.831017101
5409,11.741,1.900929387
5410,11.854,1.817687539
5411,11.761,1.874938504
5412,11.847,1.866299567
5413,11.802,2.061806743
5414,11.709,1.896289776
5415,11.683,1.88787581
5416,11.753,1.781337746
5417,11.808,1.856497396
5418,11.823,1.918685058
5419,11.803,1.983967522
5420,11.827,2.062358922
5421,11.861,1.940475314
5422,11.732,1.880348827
5423,11.572,1.980590503
5424,11.753,1.964140741
5425,11.745,1.936420596
5426,11.777,1.971587725
5427,11.759,1.98162707
5428,11.873,1.957729221
5429,11.758,1.82996852
5430,11.734,1.923263618
5431,11.868,1.984064644
5432,11.756,1.973412871
5433,11.75,1.964525225
5434,11.764,1.999074861
5435,11.721,2.021693905
5436,11.801,2.075501555
5437,11.823,1.923895104
5438,11.828,1.838966503
5439,11.567,1.931124087
5440,11.744,2.045641378
5441,11.696,1.837650936
5442,11.822,1.944761707
5443,11.874,1.886712401
5444,11.721,1.745338135
5445,11.737,2.042548164
5446,11.737,1.730556508
5447,11.832,1.982853426
5448,11.774,1.890634417
5449,11.81,1.938467863
5450,11.848,1.985658289
5451,11.76,1.945812475
5452,11.772,2.003504437
5453,11.713,1.876740033
5454,11.774,2.017174507
5455,11.755,1.881093701
5456,11.85,1.941976125
5457,11.793,1.919853337
5458,11.726,1.932008451
5459,11.833,2.0027786
5460,11.698,1.899053028
5461,11.78,1.812977354
5462,11.875,1.823924807
5463,11.752,1.85200592
5464,11.901,1.952180834
5465,11.702,2.036994194
5466,11.843,2.104466626
5467,11.81,2.035200738
5468,11.776,1.901430893
5469,11.76,2.001100798
5470,11.747,1.933579512
5471,11.776,2.033705967
5472,11.796,1.820356475
5473,11.737,2.002958522
5474,11.73,1.93516016
5475,11.87,2.012249773
5476,11.725,1.884921199
5477,11.823,1.853943933
5478,11.796,1.954534268
5479,11.845,1.896462911
5480,11.866,1.97076836
5481,11.919,1.931364587
5482,11.951,2.05787119
5483,11.668,2.059615988
5484,11.843,2.033343425
5485,11.752,1.912106731
5486,11.811,1.995811179
5487,11.805,1.917981661
5488,11.782,1.876165237
5489,11.816,2.012509427
5490,11.828,1.973400697
5491,11.755,2.000243979
5492,11.81,2.014934232
5493,11.825,1.946320416
5494,11.812,1.981055421
5495,11.862,1.816660743
5496,11.895,1.879230296
5497,11.837,2.032870769
5498,11.808,2.030581015
5499,11.865,2.030492033
5500,11.844,2.153671819
5501,11.843,2.07765918
5502,11.865,1.895354154
5503,11.832,1.831155135
5504,11.758,1.86357423
5505,11.743,1.969474506
5506,11.752,1.96274001
5507,11.877,1.87066041
5508,11.855,1.779646634
5509,11.8,2.010980866
5510,11.787,1.837663736
5511,11.829,1.906145953
5512,11.811,2.024197712
5513,11.834,1.942734727
5514,11.795,2.036939892
5515,11.791,1.996322695
5516,11.79,1.944654643
5517,11.766,1.983728605
5518,11.807,2.035164095
5519,11.789,2.064155939
5520,11.85,1.906603036
5521,11.735,1.904836844
5522,11.826,1.889257339
5523,11.877,2.058180533
5524,11.798,1.873687996
5525,11.808,1.978142828
5526,11.916,1.951602611
5527,11.786,1.912553754
5528,11.8,2.029314692
5529,11.745,1.866938794
5530,11.869,1.92861571
5531,11.791,1.937284716
5532,11.754,1.968084693
5533,11.936,2.010956973
5534,11.875,1.768757616
5535,11.886,2.061371692
5536,11.782,2.007113476
5537,11.849,1.972330877
5538,11.831,2.002110748
5539,11.757,1.896192645
5540,11.906,1.90073059
5541,11.821,1.876827504
5542,11.78,2.008390807
5543,11.82,2.028722681
5544,11.858,2.046955306
5545,11.893,1.936827897
5546,11.861,1.893479407
5547,11.868,2.033398808
5548,11.852,1.950872088
5549,11.947,2.067478045
5550,11.821,2.057472282
5551,11.756,2.094958914
5552,11.886,1.945967829
5553,11.889,1.922595999
5554,11.75,1.984802116
5555,11.886,1.963379449
5556,11.836,2.061881509
5557,11.862,1.97099996
5558,11.917,1.965699615
5559,11.801,1.918092302
5560,11.906,2.070616201
5561,11.776,1.95695009
5562,11.987,1.988664322
5563,11.906,2.00578842
5564,11.876,2.008645976
5565,11.882,2.046035743
5566,11.856,1.940884085
5567,11.775,2.01356138
5568,11.714,1.914123263
5569,11.819,1.927161891
5570,11.863,1.982968271
5571,11.922,2.016924387
5572,11.793,2.123831835
5573,11.837,1.994595049
5574,11.759,1.862898116
5575,11.964,1.900609459
5576,11.883,2.046337826
5577,11.861,1.956913005
5578,11.82,1.850682313
5579,11.933,1.954054587
5580,11.834,2.022506992
5581,11.895,2.011969936
5582,11.793,1.891488496
5583,11.864,1.953796643
5584,11.923,2.101782217
5585,11.852,2.069874484
5586,11.882,2.078074685
5587,11.985,1.865544225
5588,11.868,1.966327145
5589,11.99,1.968190482
5590,11.8,1.953923698
5591,11.829,2.021842439
5592,11.892,2.020004063
5593,11.826,2.212830906
5594,11.807,2.073656445
5595,11.826,2.121845005
5596,11.903,2.0769942
5597,11.837,2.044654399
5598,11.794,2.046888799
5599,11.865,2.072455083
5600,11.895,1.95596544
5601,11.848,2.065711297
5602,11.987,1.927834938
5603,11.805,2.155370182
5604,11.852,1.871255621
5605,11.924,2.142151445
5606,11.942,2.059338942
5607,11.842,2.029076921
5608,11.996,1.977345163
5609,11.779,2.037722089
5610,12.038,1.957648689
5611,11.941,2.08323279
5612,11.89,1.947226667
5613,11.827,2.08168307
5614,11.858,1.90616617
5615,11.864,2.023264095
5616,11.92,2.004399565
5617,11.864,2.040016094
5618,12.009,2.053566687
5619,11.822,2.091576126
5620,11.91,1.99546533
5621,11.782,2.113987925
5622,11.888,2.11563984
5623,11.914,2.034390017
5624,11.919,2.108289326
5625,11.877,2.212864155
5626,11.839,2.03893017
5627,11.817,1.931124087
5628,11.927,2.016367213
5629,11.941,2.031661056
5630,11.693,1.74464747
5631,11.647,1.73879683
5632,11.753,1.865870433
5633,11.791,1.679922957
5634,11.816,1.786430893
5635,11.779,1.816441152
5636,11.826,1.841498063
5637,11.735,1.898520313
5638,11.79,1.852385309
5639,11.705,1.80588932
5640,11.809,1.762846172
5641,11.712,1.800638303
5642,11.773,1.890779217
5643,11.791,1.892326584
5644,11.692,1.832619572
5645,11.662,1.934295091
5646,11.774,1.788329422
5647,11.77,1.780525279
5648,11.797,1.830065611
5649,11.78,1.942517277
5650,11.717,1.974540405
5651,11.803,1.915165491
5652,11.68,1.839832869
5653,11.751,1.824370392
5654,11.772,1.877109357
5655,11.795,1.792257567
5656,11.733,1.833322686
5657,11.74,1.862758672
5658,11.75,1.886546861
5659,11.717,1.875213968
5660,11.766,1.759642106
5661,11.762,1.775530487
5662,11.772,1.830127145
5663,11.798,1.869944569
5664,11.705,1.861031552
5665,11.755,1.875764776
5666,11.753,1.862111291
5667,11.775,1.817602453
5668,11.759,1.797261569
5669,11.77,1.885379181
5670,11.741,2.007473275
5671,11.724,1.65546506
5672,11.707,1.811748722
5673,11.826,1.906661837
5674,11.75,1.882297278
5675,11.665,1.959748865
5676,11.782,1.966810704
5677,11.748,1.854166641
5678,11.76,1.958631215
5679,11.826,1.87062108
5680,11.759,1.854820573
5681,11.818,1.901181341
5682,11.834,1.809894947
5683,11.783,1.717807283
5684,11.792,1.928329447
5685,11.76,1.995089066
5686,11.746,2.023753834
5687,11.76,1.841681784
5688,11.776,1.857760823
5689,11.882,1.894641303
5690,11.786,1.879823858
5691,11.782,1.849837263
5692,11.782,1.829705939
5693,11.736,1.974386538
5694,11.712,1.742438548
5695,11.756,1.904755127
5696,11.768,1.768418306
5697,11.726,1.922139074
5698,11.88,1.949718288
5699,11.701,1.908727912
5700,11.823,1.807467272
5701,11.831,1.967310171
5702,11.757,1.814178118
5703,11.889,1.751498429
5704,11.732,1.924026475
5705,11.851,1.99769612
5706,11.821,1.812248119
5707,11.791,1.818963339
5708,11.739,1.830363141
5709,11.79,1.795305858
5710,11.742,1.729284947
5711,11.796,1.873471082
5712,11.846,1.909956003
5713,11.798,1.836455436
5714,11.706,1.844170536
5715,11.856,1.904965326
5716,11.748,1.918900252
5717,11.76,1.784820883
5718,11.868,1.89160095
5719,11.826,1.952828087
5720,11.775,1.857370406
5721,11.854,1.854217388
5722,11.9,1.775148205
5723,11.715,1.904048424
5724,11.875,1.891812346
5725,11.702,1.871014884
5726,11.793,1.87927717
5727,11.784,1.6852846
5728,11.792,1.857467681
5729,11.817,1.939399977
5730,11.839,2.017709134
5731,11.757,1.910392787
5732,11.857,1.781495081
5733,11.713,1.992134433
5734,11.775,1.835141069
5735,11.761,2.036670574
5736,11.746,1.946605577
5737,11.873,1.952609455
5738,11.838,1.951810843
5739,11.745,1.981893767
5740,11.766,1.841367599
5741,11.725,2.02521023
5742,11.76,1.895783214
5743,11.802,1.833072873
5744,11.829,1.874372501
5745,11.84,1.808776291
5746,11.833,1.945995349
5747,11.769,1.927006059
5748,11.814,1.905527495
5749,11.834,1.928772709
5750,11.729,1.777841309
5751,11.794,1.862534035
5752,11.836,1.916449002
5753,11.861,1.876486131
5754,11.772,1.881902643
5755,11.898,1.9445764
5756,11.81,1.793074208
5757,11.839,2.02365367
5758,11.776,1.763216644
5759,11.777,1.904441624
5760,11.704,1.853596455
5761,11.774,1.816651927
5762,11.813,1.751884728
5763,11.829,1.896141966
5764,11.853,1.92434251
5765,11.881,1.854259226
5766,11.794,1.772768092
5767,11.761,1.999969719
5768,11.815,1.849376975
5769,11.716,1.937807808
5770,11.764,1.889940707
5771,11.824,1.827118596
5772,11.748,1.826425972
5773,11.822,1.985007873
5774,11.753,1.832306838
5775,11.844,1.917117456
5776,11.836,1.89544103
5777,11.873,1.86288522
5778,11.866,1.811442885
5779,11.763,1.887960645
5780,11.837,1.872949262
5781,11.84,2.050025025
5782,11.866,1.842671821
5783,11.862,1.924229367
5784,11.884,1.929836332
5785,11.824,1.867219995
5786,11.722,1.907447078
5787,11.776,1.789140862
5788,11.841,1.793023685
5789,11.709,1.86649479
5790,11.833,1.958812893
5791,11.786,1.92455395
5792,11.783,1.919790769
5793,11.793,1.932844248
5794,11.903,1.871655442
5795,11.879,1.891014261
5796,11.857,1.875117881
5797,11.802,1.878383434
5798,11.883,1.825004559
5799,11.787,1.906112343
5800,11.822,1.862198642
5801,11.866,1.939021352
5802,11.787,1.93529749
5803,11.871,1.889425555
5804,11.854,1.846644008
5805,11.804,1.890809128
5806,11.94,1.914697382
5807,11.97,1.865631416
5808,11.895,1.84210976
5809,11.802,1.845589933
5810,11.909,1.888461089
5811,11.789,1.824227729
5812,11.845,1.994229664
5813,11.876,1.911616666
5814,11.921,1.830877143
5815,11.791,1.856007479
5816,11.799,1.925176695
5817,11.91,1.956969527
5818,11.917,1.841603242
5819,11.867,1.899188753
5820,11.84,1.928761292
5821,11.899,1.937150369
5822,11.836,1.836430363
5823,11.807,1.964079583
5824,11.904,1.881574958
5825,11.829,1.844766154
5826,11.788,1.897012033
5827,11.903,1.813526917
5828,11.975,1.830772167
5829,11.822,1.912059615
5830,11.879,1.888365676
5831,11.857,1.927762243
5832,11.968,1.867743147
5833,11.871,1.82803192
5834,11.833,1.988231391
5835,11.933,1.772470776
5836,11.866,1.93643843
5837,11.909,1.929362963
5838,11.817,1.814056725
5839,11.967,1.880810583
5840,11.969,2.066957017
5841,11.861,1.925457449
5842,11.901,1.982202847
5843,11.809,2.010114315
5844,11.862,1.962857307
5845,11.945,1.866938794
5846,11.872,1.9425214
5847,11.971,1.952426944
5848,11.889,1.882610747
5849,11.896,1.940863455
5850,11.913,2.068746169
5851,11.92,1.926476398
5852,11.922,1.873880313
5853,11.906,2.059467263
5854,11.927,1.768841372
5855,11.883,1.954259484
5856,11.787,1.910832877
5857,11.871,1.901571712
5858,11.798,1.984221039
5859,11.794,1.917613423
5860,11.757,1.933827989
5861,11.805,1.942356236
5862,11.817,2.043939502
5863,11.807,1.919227562
5864,11.91,1.901977265
5865,11.897,2.050022828
5866,11.812,1.903754259
5867,11.933,1.906343396
5868,11.867,2.032595002
5869,11.857,1.981534122
5870,11.959,1.822811466
5871,11.965,1.94976321
5872,11.944,1.970976598
5873,12.002,1.984422821
5874,11.996,1.845369716
5875,11.952,1.996918547
5876,11.908,1.941469883
5877,11.91,1.877611628
5878,11.85,1.863591418
5879,11.789,2.073832148
5880,11.919,1.970360708
5881,11.801,2.034585594
5882,11.818,2.037898189
5883,11.824,1.886420574
5884,11.833,1.869386425
5885,11.905,2.011472352
5886,11.834,1.851451288
5887,11.866,1.802024221
5888,11.809,1.822591792
5889,11.714,1.722547872
5890,11.868,1.809378305
5891,11.774,1.895921549
5892,11.891,1.855414121
5893,11.788,1.892257022
5894,11.751,1.87470358
5895,11.851,1.844505679
5896,11.893,1.75174759
5897,11.838,1.88130149
5898,11.816,1.782504228
5899,11.844,1.940987231
5900,11.762,1.778347131
5901,11.807,1.942040814
5902,11.766,1.847337721
5903,11.818,1.960285367
5904,11.829,1.868488761
5905,11.752,1.949434866
5906,11.867,1.83703176
5907,11.881,1.848852957
5908,11.866,1.832321315
5909,11.939,1.737900831
5910,11.813,1.914078027
5911,11.852,1.762726072
5912,11.845,1.844553436
5913,11.812,1.827565593
5914,11.792,1.91896285
5915,11.757,1.736365735
5916,11.893,1.940958093
5917,11.765,1.908774062
5918,11.836,1.892269718
5919,11.926,1.926196832
5920,11.745,1.95596544
5921,11.892,1.876661359
5922,12.003,1.781618692
5923,11.792,1.830324039
5924,11.962,1.883641182
5925,11.86,1.830232157
5926,11.814,1.901320336
5927,11.827,1.844579484
5928,11.916,1.865589565
5929,11.761,1.874404543
5930,11.87,1.980156817
5931,11.932,1.886513964
5932,11.956,1.887757301
5933,11.84,2.060253539
5934,11.893,1.837641948
5935,11.861,1.897176396
5936,11.848,1.963861694
5937,11.834,1.842780464
5938,11.852,1.780243035
5939,11.961,1.968083421
5940,11.912,1.927685652
5941,11.903,1.811317717
5942,11.823,1.987365246
5943,11.946,1.743020976
5944,11.897,1.966789073
5945,11.949,1.818159703
5946,11.865,1.92678164
5947,11.864,1.955844914
5948,11.912,1.978932079
5949,11.843,2.007580978
5950,11.785,2.069555039
5951,11.894,1.813850615
5952,11.904,1.939212352
5953,11.876,1.94844051
5954,11.97,1.921143095
5955,11.893,1.768241408
5956,11.868,1.868707593
5957,11.768,1.886726195
5958,11.91,1.862624323
5959,11.961,1.828338541
5960,11.893,1.936311003
5961,11.978,1.827253364
5962,11.864,1.885486425
5963,11.904,1.818265682
5964,11.966,1.805575837
5965,11.827,1.818344681
5966,11.89,1.838826061
5967,11.844,1.827841625
5968,11.875,1.77891527
5969,11.97,1.886971293
5970,11.895,1.807551449
5971,11.933,1.947897663
5972,11.998,1.886678445
5973,12.017,1.878893622
5974,11.755,1.956732941
5975,11.968,1.801727566
5976,11.927,1.985349494
5977,11.866,1.849720375
5978,11.946,1.922180735
5979,11.866,1.934887022
5980,11.954,1.99244921
5981,11.998,2.037682053
5982,11.973,1.866481919
5983,11.841,1.846924506
5984,11.932,1.967548537
5985,11.843,1.960661928
5986,11.959,2.030133109
5987,11.943,1.891911819
5988,11.928,1.831439371
5989,11.787,1.88233211
5990,12.008,1.898299118
5991,11.987,1.734312209
5992,11.882,1.921397348
5993,11.976,1.942987185
5994,11.975,1.892605864
5995,11.901,1.932079691
5996,11.879,2.03038949
5997,11.848,1.906444473
5998,12.013,1.905376987
5999,11.869,1.961552112
6000,11.956,1.854050027
6001,12.003,1.989207869
6002,12.069,1.787577812
6003,11.998,1.884023765
6004,11.897,1.848731676
6005,11.949,1.970350548
6006,11.927,1.908222291
6007,12.013,1.855336431
6008,11.95,1.837628057
6009,11.808,1.9700297
6010,11.898,1.874328976
6011,11.961,2.067305675
6012,11.984,1.944099669
6013,11.954,2.030272397
6014,11.97,1.928423921
6015,11.939,1.987770165
6016,12.008,1.951856999
6017,11.872,1.870056981
6018,11.809,1.917340657
6019,11.952,1.877557248
6020,11.979,1.864412786
6021,11.907,1.876131891
6022,11.805,1.959799943
6023,11.829,1.954374217
6024,11.766,1.845711421
6025,11.848,1.789440722
6026,11.91,1.856703355
6027,11.903,1.815182053
6028,11.966,1.921597392
6029,11.859,1.951647491
6030,11.865,1.804447569
6031,11.811,1.925873305
6032,11.887,1.926640325
6033,11.911,1.854324006
6034,11.861,1.982324042
6035,11.94,1.8198109
6036,11.91,1.830642306
6037,11.903,1.91762047
6038,11.896,2.004295687
6039,11.932,1.790134235
6040,11.901,1.849491719
6041,11.904,1.951561578
6042,11.904,1.962813449
6043,11.927,1.811339822
6044,11.894,1.800557138
6045,11.891,1.830975552
6046,11.931,1.901013638
6047,11.856,1.798471156
6048,12.054,1.925302779
6049,11.806,1.89577371
6050,11.924,1.863248694
6051,11.931,1.796515089
6052,11.947,1.928707057
6053,12.013,1.818829057
6054,11.921,1.870897982
6055,11.911,2.024642729
6056,12.025,1.735334661
6057,11.911,1.999769506
6058,11.875,2.030146915
6059,11.857,2.039782271
6060,11.92,1.945606688
6061,11.926,1.826981626
6062,11.95,1.926450418
6063,11.989,1.928885585
6064,11.925,1.867850065
6065,11.856,1.939336233
6066,12.013,2.005705326
6067,11.899,1.986137896
6068,11.959,1.969059724
6069,11.907,1.849262223
6070,11.942,1.940722134
6071,12.01,1.930187977
6072,12.068,2.001344893
6073,11.88,1.895571996
6074,12.024,1.839240823
6075,11.891,2.001280621
6076,11.897,2.00159871
6077,12.069,1.937005677
6078,11.881,1.952088535
6079,11.977,1.898967371
6080,11.895,1.839390757
6081,12.009,1.887983973
6082,11.89,1.911427099
6083,12.001,1.891183644
6084,12.089,2.008260967
6085,11.888,1.878026353
6086,11.917,1.856760232
6087,11.953,1.834709012
6088,11.93,1.942388445
6089,11.997,1.996741841
6090,11.922,1.890367554
6091,11.928,1.884772763
6092,11.909,1.870887281
6093,11.983,1.963814545
6094,11.867,1.975655389
6095,11.854,1.835225341
6096,12,1.844288861
6097,11.906,1.973590398
6098,11.977,1.880959598
6099,11.897,1.914172159
6100,11.902,2.049535703
6101,11.965,2.026297333
6102,11.934,2.063953465
6103,11.957,1.907561215
6104,11.888,1.985799436
6105,11.841,2.132197286
6106,12.016,1.935843871
6107,11.932,1.9563239
6108,11.939,1.820602536
6109,12.081,1.871882193
6110,11.913,1.989318574
6111,11.956,1.859979442
6112,11.89,1.954410325
6113,11.977,1.948401208
6114,11.957,2.024166062
6115,11.896,1.964954209
6116,12.046,2.00895991
6117,12.004,2.036696377
6118,11.898,2.06975358
6119,11.925,1.797945385
6120,12.01,1.854005754
6121,12.003,1.867747167
6122,12.117,1.984250047
6123,12.025,1.878271254
6124,11.971,2.038213265
6125,11.998,1.949306491
6126,11.89,2.015430962
6127,11.936,1.915613106
6128,12.014,1.973752695
6129,11.964,1.893750324
6130,12.013,1.923676566
6131,11.948,1.8991848
6132,11.931,2.007054376
6133,11.991,1.983646605
6134,12.008,1.898299118
6135,11.994,1.965152876
6136,12.052,2.027660575
6137,11.94,1.876678428
6138,11.901,1.972584622
6139,11.941,1.915512513
6140,11.969,1.93747072
6141,11.861,2.090466228
6142,12.058,1.957669142
6143,11.951,2.065639336
6144,11.877,2.01542376
6145,11.955,1.984669724
6146,12.067,2.011108042
6147,12.043,1.966982466
6148,12.074,2.100222592
6149,12.022,2.09329833
6150,12.057,1.972724675
6151,12.071,2.020901542
6152,11.984,2.01439862
6153,12.13,1.988228622
6154,11.87,1.939810007
6155,11.995,2.017187161
6156,11.961,2.033128774
6157,12.053,1.980432557
6158,11.97,2.012249773
6159,11.923,1.960845714
6160,12.018,2.077014682
6161,11.976,2.117524004
6162,12.067,2.007620866
6163,12.101,2.05889243
6164,11.968,2.169258325
6165,11.911,2.125934759
6166,12.086,2.051539133
6167,12.029,1.972828186
6168,12.061,2.016269909
6169,12.107,2.111873815
6170,12.085,2.032216747
6171,12.158,2.074449165
6172,11.913,2.020770772
6173,11.964,1.986113957
